unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1621843200000,2021-05-24 08:00:00,BTC/USDT,36645.79,36850.00,36100.00,36619.99,7658.40,279700863.70,157651.00
1621839600000,2021-05-24 07:00:00,BTC/USDT,36089.70,36887.00,35908.02,36645.79,10323.25,376728347.00,181001.00
1621836000000,2021-05-24 06:00:00,BTC/USDT,35292.59,36222.00,35010.70,36089.71,5731.49,203650917.30,123854.00
1621832400000,2021-05-24 05:00:00,BTC/USDT,34886.16,35489.88,34687.99,35292.60,3905.44,137212256.90,88658.00
1621828800000,2021-05-24 04:00:00,BTC/USDT,35250.56,35423.36,34031.00,34881.09,5630.18,196193251.40,133400.00
1621825200000,2021-05-24 03:00:00,BTC/USDT,35271.21,35889.00,35114.01,35251.37,4913.19,174595878.00,124878.00
1621821600000,2021-05-24 02:00:00,BTC/USDT,35089.33,35456.61,34800.00,35267.68,5121.83,179974540.80,94748.00
1621818000000,2021-05-24 01:00:00,BTC/USDT,35191.39,35554.00,34675.01,35089.33,5123.56,179937146.70,120224.00
1621814400000,2021-05-24 00:00:00,BTC/USDT,34681.44,35726.34,34664.77,35191.40,7270.15,256829069.60,147618.00
1621810800000,2021-05-23 23:00:00,BTC/USDT,33825.84,35000.00,33823.23,34655.25,4415.32,152619772.40,117608.00
1621807200000,2021-05-23 22:00:00,BTC/USDT,34007.57,34888.00,33555.00,33832.77,4830.92,165634678.50,151089.00
1621803600000,2021-05-23 21:00:00,BTC/USDT,33627.39,34480.00,33591.80,34007.56,5442.83,185237221.10,145965.00
1621800000000,2021-05-23 20:00:00,BTC/USDT,33047.33,33973.98,33045.31,33630.03,6601.07,221720641.70,145346.00
1621796400000,2021-05-23 19:00:00,BTC/USDT,32539.08,33449.00,32203.87,33051.73,7063.17,232111472.00,129778.00
1621792800000,2021-05-23 18:00:00,BTC/USDT,32716.00,33469.14,31777.89,32529.81,10787.14,350535883.40,170456.00
1621789200000,2021-05-23 17:00:00,BTC/USDT,32237.00,33900.00,32110.39,32715.82,14018.14,463648115.50,223803.00
1621785600000,2021-05-23 16:00:00,BTC/USDT,33316.42,33700.00,31111.01,32237.00,27065.21,867393397.20,410222.00
1621782000000,2021-05-23 15:00:00,BTC/USDT,33891.91,34015.90,33000.00,33318.09,7766.49,259993343.80,149930.00
1621778400000,2021-05-23 14:00:00,BTC/USDT,33647.25,34583.39,33000.00,33891.91,11148.12,376212234.80,184924.00
1621774800000,2021-05-23 13:00:00,BTC/USDT,33944.76,34169.76,32600.00,33642.07,17683.02,589502627.60,333703.00
1621771200000,2021-05-23 12:00:00,BTC/USDT,35386.80,35800.00,33118.93,33944.77,17222.71,592868589.10,297192.00
1621767600000,2021-05-23 11:00:00,BTC/USDT,35004.82,35800.00,34600.00,35389.10,6744.39,238169414.10,129096.00
1621764000000,2021-05-23 10:00:00,BTC/USDT,34207.02,35822.21,34118.72,35004.81,9389.78,329386894.30,179166.00
1621760400000,2021-05-23 09:00:00,BTC/USDT,34376.00,35300.00,33925.18,34202.58,13905.22,480445609.00,248349.00
1621756800000,2021-05-23 08:00:00,BTC/USDT,35927.70,35930.89,33800.59,34376.00,18304.80,639511583.00,295754.00
1621753200000,2021-05-23 07:00:00,BTC/USDT,36650.37,36860.74,35530.00,35927.69,7315.49,264390431.60,174565.00
1621749600000,2021-05-23 06:00:00,BTC/USDT,36879.99,37323.23,36318.00,36650.38,5365.17,196634070.90,131058.00
1621746000000,2021-05-23 05:00:00,BTC/USDT,37198.73,37198.73,36572.41,36883.04,4425.94,163235104.20,105859.00
1621742400000,2021-05-23 04:00:00,BTC/USDT,37421.59,37421.59,37050.66,37198.73,2786.74,103763416.60,59020.00
1621738800000,2021-05-23 03:00:00,BTC/USDT,37470.54,37663.64,37234.40,37421.59,2634.76,98694700.73,54066.00
1621735200000,2021-05-23 02:00:00,BTC/USDT,37907.91,38018.93,37370.01,37470.16,2901.29,109207716.80,58637.00
1621731600000,2021-05-23 01:00:00,BTC/USDT,38191.34,38222.96,37871.84,37907.92,2539.14,96668700.48,55997.00
1621728000000,2021-05-23 00:00:00,BTC/USDT,37458.51,38270.64,36668.99,38191.00,6779.16,253656844.50,130421.00
1621724400000,2021-05-22 23:00:00,BTC/USDT,37621.62,37850.00,37377.50,37449.73,2730.11,102792663.30,71141.00
1621720800000,2021-05-22 22:00:00,BTC/USDT,38153.91,38400.00,37338.18,37622.38,4123.75,155459148.30,95548.00
1621717200000,2021-05-22 21:00:00,BTC/USDT,38022.81,38362.33,37826.07,38153.77,3136.55,119303179.60,72510.00
1621713600000,2021-05-22 20:00:00,BTC/USDT,37286.65,38196.54,37268.76,38022.81,3080.64,116526033.40,77233.00
1621710000000,2021-05-22 19:00:00,BTC/USDT,37647.30,37988.00,37158.14,37286.65,3492.46,131459106.90,83043.00
1621706400000,2021-05-22 18:00:00,BTC/USDT,37972.55,38121.04,37300.00,37646.26,4313.06,162528624.60,88381.00
1621702800000,2021-05-22 17:00:00,BTC/USDT,38154.08,38600.00,37788.88,37968.10,4104.22,156613161.60,127174.00
1621699200000,2021-05-22 16:00:00,BTC/USDT,38161.92,38491.52,37563.49,38147.74,5000.28,190456728.10,109554.00
1621695600000,2021-05-22 15:00:00,BTC/USDT,37808.49,38721.75,37000.00,38162.40,6724.45,254162630.10,148655.00
1621692000000,2021-05-22 14:00:00,BTC/USDT,38310.57,38538.18,37383.59,37808.48,6099.17,231202840.10,136342.00
1621688400000,2021-05-22 13:00:00,BTC/USDT,38151.80,38829.00,37965.36,38310.57,5022.74,193106738.00,100156.00
1621684800000,2021-05-22 12:00:00,BTC/USDT,38157.75,38729.19,37725.74,38151.81,5202.74,199329515.80,145622.00
1621681200000,2021-05-22 11:00:00,BTC/USDT,38337.98,38500.00,37555.00,38157.76,4802.47,183042240.00,104305.00
1621677600000,2021-05-22 10:00:00,BTC/USDT,37174.99,38827.52,36835.00,38337.98,9274.76,350992503.80,177330.00
1621674000000,2021-05-22 09:00:00,BTC/USDT,36805.61,37452.61,36490.97,37173.80,4695.67,173903668.20,113201.00
1621670400000,2021-05-22 08:00:00,BTC/USDT,36266.36,37120.19,36258.96,36805.61,5836.60,214263890.70,111523.00
1621666800000,2021-05-22 07:00:00,BTC/USDT,36412.47,36496.13,35596.10,36269.28,5621.43,202860113.90,107903.00
1621663200000,2021-05-22 06:00:00,BTC/USDT,36376.26,36510.23,35500.00,36412.47,5196.14,187152488.00,113491.00
1621659600000,2021-05-22 05:00:00,BTC/USDT,36304.19,36713.09,35200.62,36376.25,7511.59,269966548.00,160741.00
1621656000000,2021-05-22 04:00:00,BTC/USDT,36947.31,37219.45,35875.11,36304.18,7326.52,267565326.70,135099.00
1621652400000,2021-05-22 03:00:00,BTC/USDT,37382.97,37716.14,36517.03,36951.85,8142.79,301066254.60,132011.00
1621648800000,2021-05-22 02:00:00,BTC/USDT,37620.75,38100.00,37139.91,37382.96,5044.53,189873491.70,93208.00
1621645200000,2021-05-22 01:00:00,BTC/USDT,37652.42,37987.63,37200.00,37620.76,4908.66,184903880.50,83910.00
1621641600000,2021-05-22 00:00:00,BTC/USDT,37263.35,37741.92,36877.00,37654.31,5150.91,192036871.90,128610.00
1621638000000,2021-05-21 23:00:00,BTC/USDT,36664.00,37447.00,36300.00,37252.01,5932.20,219771768.90,124701.00
1621634400000,2021-05-21 22:00:00,BTC/USDT,36592.48,37337.41,36000.00,36663.99,8385.29,306559033.20,174202.00
1621630800000,2021-05-21 21:00:00,BTC/USDT,35212.52,36691.00,33488.00,36588.77,18870.03,664727326.00,342655.00
1621627200000,2021-05-21 20:00:00,BTC/USDT,36062.13,36332.82,35150.00,35195.24,9165.47,327179350.80,193835.00
1621623600000,2021-05-21 19:00:00,BTC/USDT,37159.65,37169.87,35501.01,36062.12,11153.11,402964564.00,190869.00
1621620000000,2021-05-21 18:00:00,BTC/USDT,37341.80,37391.15,36346.80,37159.65,6770.64,249743884.70,122464.00
1621616400000,2021-05-21 17:00:00,BTC/USDT,37031.70,37384.49,36619.34,37341.74,8400.56,311034909.10,140909.00
1621612800000,2021-05-21 16:00:00,BTC/USDT,36803.28,37825.75,36100.00,37033.57,14854.15,550012202.50,280713.00
1621609200000,2021-05-21 15:00:00,BTC/USDT,37835.04,38300.00,36444.44,36794.57,18927.50,709607192.70,314370.00
1621605600000,2021-05-21 14:00:00,BTC/USDT,41112.03,41789.40,36600.00,37837.27,32595.28,1250882884.00,571162.00
1621602000000,2021-05-21 13:00:00,BTC/USDT,40508.01,41299.86,40269.00,41112.03,3608.92,147670655.50,82703.00
1621598400000,2021-05-21 12:00:00,BTC/USDT,41124.30,41577.00,40470.07,40508.00,5801.89,237974697.10,116417.00
1621594800000,2021-05-21 11:00:00,BTC/USDT,40738.21,41230.67,40237.42,41124.29,4499.84,182600891.10,91213.00
1621591200000,2021-05-21 10:00:00,BTC/USDT,40876.68,41199.99,40575.64,40738.21,4982.97,203737395.70,97165.00
1621587600000,2021-05-21 09:00:00,BTC/USDT,40021.32,41194.18,40019.76,40876.67,5865.00,238171442.00,124586.00
1621584000000,2021-05-21 08:00:00,BTC/USDT,39842.58,40363.27,39277.00,40024.22,6230.22,248235070.90,126900.00
1621580400000,2021-05-21 07:00:00,BTC/USDT,40566.03,40650.00,39482.50,39842.57,4149.50,165296139.10,100484.00
1621576800000,2021-05-21 06:00:00,BTC/USDT,39846.48,40800.00,39222.00,40564.85,5987.79,238116764.80,117178.00
1621573200000,2021-05-21 05:00:00,BTC/USDT,39943.66,40296.68,39587.06,39846.48,3714.02,148378008.10,86048.00
1621569600000,2021-05-21 04:00:00,BTC/USDT,40662.00,40715.11,39672.01,39943.65,5317.76,213574191.30,123302.00
1621566000000,2021-05-21 03:00:00,BTC/USDT,41247.42,41266.07,40408.84,40666.91,3734.23,152410310.30,116516.00
1621562400000,2021-05-21 02:00:00,BTC/USDT,41427.61,41623.86,41039.38,41248.33,3209.98,132515885.00,74191.00
1621558800000,2021-05-21 01:00:00,BTC/USDT,41725.59,41821.63,41248.12,41429.68,3435.13,142890174.50,109538.00
1621555200000,2021-05-21 00:00:00,BTC/USDT,40525.39,42200.00,40470.23,41725.59,6509.40,269291869.30,171215.00
1621551600000,2021-05-20 23:00:00,BTC/USDT,41452.56,41727.27,40247.48,40526.64,4815.43,196905782.00,155770.00
1621548000000,2021-05-20 22:00:00,BTC/USDT,40686.18,41900.00,39383.52,41451.73,6423.19,260438184.20,154027.00
1621544400000,2021-05-20 21:00:00,BTC/USDT,39992.88,40829.61,39698.43,40688.48,2713.92,109676750.60,108789.00
1621540800000,2021-05-20 20:00:00,BTC/USDT,40116.04,40635.00,39638.27,39992.87,4115.18,165472490.40,140772.00
1621537200000,2021-05-20 19:00:00,BTC/USDT,39808.32,40448.23,39532.82,40116.04,4563.60,182616032.40,127914.00
1621533600000,2021-05-20 18:00:00,BTC/USDT,39784.97,40018.62,39220.00,39811.84,4978.06,197426013.90,109243.00
1621530000000,2021-05-20 17:00:00,BTC/USDT,39311.80,40249.00,38720.00,39785.36,7636.99,301348964.20,166401.00
1621526400000,2021-05-20 16:00:00,BTC/USDT,41432.88,41450.00,38110.00,39311.80,19028.56,752470655.20,335066.00
1621522800000,2021-05-20 15:00:00,BTC/USDT,41436.50,41999.00,40891.91,41432.88,6269.40,260651927.80,143803.00
1621519200000,2021-05-20 14:00:00,BTC/USDT,41721.02,42200.00,41223.42,41439.32,8729.82,364029177.30,164654.00
1621515600000,2021-05-20 13:00:00,BTC/USDT,41699.99,42451.67,41351.13,41713.33,10904.79,457114594.30,237078.00
1621512000000,2021-05-20 12:00:00,BTC/USDT,40476.68,41975.00,40086.09,41699.99,12123.21,501811327.10,234860.00
1621508400000,2021-05-20 11:00:00,BTC/USDT,40399.99,40690.56,39701.00,40475.17,7448.04,299574376.50,142039.00
1621504800000,2021-05-20 10:00:00,BTC/USDT,39932.06,40479.79,39493.20,40399.99,8945.29,357527359.50,157890.00
1621501200000,2021-05-20 09:00:00,BTC/USDT,39826.97,40200.00,38700.00,39931.20,7643.57,301816562.10,134456.00
1621497600000,2021-05-20 08:00:00,BTC/USDT,39959.67,40250.01,39326.01,39826.97,5930.81,235517317.00,151409.00
1621494000000,2021-05-20 07:00:00,BTC/USDT,39681.67,40780.87,39650.00,39959.68,8751.09,352447232.40,193346.00
1621490400000,2021-05-20 06:00:00,BTC/USDT,39936.75,40202.12,39199.99,39684.40,7701.17,305992927.00,181420.00
1621486800000,2021-05-20 05:00:00,BTC/USDT,39425.53,39970.00,39130.00,39938.91,7152.52,283535563.40,143776.00
1621483200000,2021-05-20 04:00:00,BTC/USDT,38340.01,39780.00,38202.11,39425.54,8595.24,338106769.80,180647.00
1621479600000,2021-05-20 03:00:00,BTC/USDT,38051.35,38599.00,37838.20,38341.04,7146.54,272713561.60,160660.00
1621476000000,2021-05-20 02:00:00,BTC/USDT,36971.95,38300.00,36834.83,38051.34,8464.28,320029893.70,167335.00
1621472400000,2021-05-20 01:00:00,BTC/USDT,35825.80,37500.00,35519.99,36973.51,14885.31,545771871.60,257881.00
1621468800000,2021-05-20 00:00:00,BTC/USDT,36671.23,38180.00,34850.00,35817.31,18051.57,656901733.20,320662.00
1621465200000,2021-05-19 23:00:00,BTC/USDT,39070.57,39264.46,36600.01,36690.09,10416.88,393986225.00,202204.00
1621461600000,2021-05-19 22:00:00,BTC/USDT,38777.05,39800.00,38014.01,39090.15,7374.81,288299570.20,143479.00
1621458000000,2021-05-19 21:00:00,BTC/USDT,38222.20,38956.99,37032.96,38771.77,9138.81,347224737.50,178854.00
1621454400000,2021-05-19 20:00:00,BTC/USDT,39337.45,40200.00,37962.91,38217.41,10297.23,403432674.20,193987.00
1621450800000,2021-05-19 19:00:00,BTC/USDT,37961.01,39499.94,37711.00,39342.93,9791.17,378677273.30,190915.00
1621447200000,2021-05-19 18:00:00,BTC/USDT,39366.87,39616.04,37600.00,37961.02,12160.45,466158744.40,220577.00
1621443600000,2021-05-19 17:00:00,BTC/USDT,39558.79,40442.00,38866.02,39370.61,16280.31,647031928.40,265315.00
1621440000000,2021-05-19 16:00:00,BTC/USDT,37310.14,40118.81,36111.00,39580.68,24998.73,958481252.30,374079.00
1621436400000,2021-05-19 15:00:00,BTC/USDT,37501.89,37990.00,36414.74,37318.52,21654.72,804241871.90,389593.00
1621432800000,2021-05-19 14:00:00,BTC/USDT,35863.06,37598.82,33993.70,37521.32,24199.62,858701434.00,432597.00
1621429200000,2021-05-19 13:00:00,BTC/USDT,35234.62,38000.00,30000.00,35863.06,44239.81,1514464825.00,799206.00
1621425600000,2021-05-19 12:00:00,BTC/USDT,38700.00,39295.51,32488.89,35234.62,30946.53,1123955119.00,557640.00
1621422000000,2021-05-19 11:00:00,BTC/USDT,39432.42,39664.71,36333.00,38700.00,26040.53,996784867.10,412345.00
1621418400000,2021-05-19 10:00:00,BTC/USDT,40324.64,40442.95,38886.01,39432.27,9060.05,357584419.90,180493.00
1621414800000,2021-05-19 09:00:00,BTC/USDT,40462.39,40708.97,40028.62,40324.64,5321.02,214566485.80,110054.00
1621411200000,2021-05-19 08:00:00,BTC/USDT,40354.98,40888.00,39849.49,40465.04,7231.90,291574018.00,121786.00
1621407600000,2021-05-19 07:00:00,BTC/USDT,39383.29,40575.25,38550.00,40371.44,10481.12,415508158.80,195408.00
1621404000000,2021-05-19 06:00:00,BTC/USDT,39200.00,39878.33,39102.00,39378.54,8295.85,328101147.20,160965.00
1621400400000,2021-05-19 05:00:00,BTC/USDT,39307.66,39941.00,38934.69,39200.01,12574.52,495838977.10,235601.00
1621396800000,2021-05-19 04:00:00,BTC/USDT,40591.99,40846.97,38604.93,39307.66,17716.27,700936623.50,306990.00
1621393200000,2021-05-19 03:00:00,BTC/USDT,40324.57,41049.99,40125.00,40591.15,9124.06,370711746.30,153076.00
1621389600000,2021-05-19 02:00:00,BTC/USDT,40843.53,41299.98,40275.00,40325.01,8604.98,351694034.60,150479.00
1621386000000,2021-05-19 01:00:00,BTC/USDT,42610.25,42699.44,40500.15,40843.52,13344.38,552531128.70,244852.00
1621382400000,2021-05-19 00:00:00,BTC/USDT,42849.78,43584.90,42500.00,42610.25,5053.49,217207672.70,110567.00
1621378800000,2021-05-18 23:00:00,BTC/USDT,42817.86,43181.81,42250.02,42849.78,5183.46,221078909.60,102743.00
1621375200000,2021-05-18 22:00:00,BTC/USDT,42980.52,43250.27,42702.50,42817.85,3020.72,129914174.60,76791.00
1621371600000,2021-05-18 21:00:00,BTC/USDT,43254.06,43500.00,42766.01,42979.69,2614.87,112746833.30,86668.00
1621368000000,2021-05-18 20:00:00,BTC/USDT,43262.70,43522.64,42691.85,43256.56,3754.78,162090244.00,91547.00
1621364400000,2021-05-18 19:00:00,BTC/USDT,42800.01,43621.00,42500.00,43262.71,4702.17,202187536.10,106106.00
1621360800000,2021-05-18 18:00:00,BTC/USDT,43324.59,43361.88,42371.96,42800.01,6072.59,259759114.60,122291.00
1621357200000,2021-05-18 17:00:00,BTC/USDT,43601.19,43825.65,43278.37,43324.59,4445.74,193501724.90,120271.00
1621353600000,2021-05-18 16:00:00,BTC/USDT,42969.46,43700.00,42594.93,43600.21,8038.15,347060015.70,179283.00
1621350000000,2021-05-18 15:00:00,BTC/USDT,43221.40,43806.80,42780.53,42969.47,7433.45,322009953.50,166272.00
1621346400000,2021-05-18 14:00:00,BTC/USDT,43691.39,43692.51,42507.00,43221.40,8896.15,382920221.90,180928.00
1621342800000,2021-05-18 13:00:00,BTC/USDT,43955.46,44098.40,43210.00,43691.22,7040.02,307606212.20,130860.00
1621339200000,2021-05-18 12:00:00,BTC/USDT,45318.76,45341.84,43715.00,43955.47,6203.66,276095596.40,132092.00
1621335600000,2021-05-18 11:00:00,BTC/USDT,45365.87,45662.14,45125.21,45321.02,3041.57,138183579.50,72773.00
1621332000000,2021-05-18 10:00:00,BTC/USDT,44955.35,45480.00,44731.84,45365.87,2907.38,131297325.10,78762.00
1621328400000,2021-05-18 09:00:00,BTC/USDT,44925.19,45133.00,44607.08,44955.35,3542.85,158936710.30,99940.00
1621324800000,2021-05-18 08:00:00,BTC/USDT,45172.69,45420.00,44826.41,44925.19,3610.93,162893077.00,94197.00
1621321200000,2021-05-18 07:00:00,BTC/USDT,44898.05,45244.64,44837.44,45172.70,3823.26,172213477.20,74912.00
1621317600000,2021-05-18 06:00:00,BTC/USDT,45355.82,45799.29,44800.40,44898.06,4784.48,216968005.90,97294.00
1621314000000,2021-05-18 05:00:00,BTC/USDT,45318.98,45509.24,45007.31,45359.99,4003.08,181299164.60,78281.00
1621310400000,2021-05-18 04:00:00,BTC/USDT,44774.78,45555.17,44738.26,45318.97,4607.62,208363426.40,99543.00
1621306800000,2021-05-18 03:00:00,BTC/USDT,45018.17,45051.16,44660.02,44779.83,2728.72,122353911.30,60376.00
1621303200000,2021-05-18 02:00:00,BTC/USDT,45079.58,45260.54,44500.00,45018.55,3747.96,168042412.70,83345.00
1621299600000,2021-05-18 01:00:00,BTC/USDT,44389.58,45281.34,44303.88,45072.49,6566.09,294718581.90,109291.00
1621296000000,2021-05-18 00:00:00,BTC/USDT,43538.02,44631.78,43150.79,44386.26,6210.14,274430074.00,116599.00
1621292400000,2021-05-17 23:00:00,BTC/USDT,42897.09,43841.88,42500.00,43538.04,5366.27,231983959.40,104201.00
1621288800000,2021-05-17 22:00:00,BTC/USDT,43514.55,44518.20,42600.00,42897.07,6424.96,278747733.10,133593.00
1621285200000,2021-05-17 21:00:00,BTC/USDT,44757.63,44814.81,43250.57,43514.55,4150.75,182675946.80,115836.00
1621281600000,2021-05-17 20:00:00,BTC/USDT,44197.73,44939.20,44038.51,44757.64,4113.22,182869069.30,93146.00
1621278000000,2021-05-17 19:00:00,BTC/USDT,43471.48,44400.00,43462.76,44197.73,5496.80,242018960.80,107670.00
1621274400000,2021-05-17 18:00:00,BTC/USDT,42586.21,43733.89,42300.80,43473.22,7355.61,317930324.20,139921.00
1621270800000,2021-05-17 17:00:00,BTC/USDT,42566.10,43208.43,42001.00,42587.21,9215.24,392692743.90,180323.00
1621267200000,2021-05-17 16:00:00,BTC/USDT,43357.00,43814.30,42510.90,42567.28,8815.51,380442842.70,168335.00
1621263600000,2021-05-17 15:00:00,BTC/USDT,44440.98,44646.54,43156.00,43362.75,6234.05,273101584.40,132130.00
1621260000000,2021-05-17 14:00:00,BTC/USDT,45029.01,45128.70,43770.34,44440.98,6218.96,275591773.10,119987.00
1621256400000,2021-05-17 13:00:00,BTC/USDT,44927.60,45227.42,44555.00,45029.01,4360.54,195565400.40,86085.00
1621252800000,2021-05-17 12:00:00,BTC/USDT,45733.55,45791.04,44707.53,44919.14,6324.44,285964102.70,107033.00
1621249200000,2021-05-17 11:00:00,BTC/USDT,44539.00,45800.00,44291.84,45731.39,6628.06,299783585.90,116772.00
1621245600000,2021-05-17 10:00:00,BTC/USDT,45417.21,45507.33,44429.32,44539.00,5686.04,255700269.50,98071.00
1621242000000,2021-05-17 09:00:00,BTC/USDT,45317.29,45630.34,44900.00,45408.87,4778.78,215813496.80,90820.00
1621238400000,2021-05-17 08:00:00,BTC/USDT,45143.28,45528.07,44666.79,45320.64,6758.62,305252998.60,127841.00
1621234800000,2021-05-17 07:00:00,BTC/USDT,44323.44,45353.09,44127.63,45149.18,6566.74,293636586.20,128431.00
1621231200000,2021-05-17 06:00:00,BTC/USDT,44193.78,45400.00,43853.75,44323.45,11530.83,515102067.90,207627.00
1621227600000,2021-05-17 05:00:00,BTC/USDT,43582.60,44232.84,42397.28,44150.24,9220.11,397210741.40,176298.00
1621224000000,2021-05-17 04:00:00,BTC/USDT,42915.46,44300.00,42196.97,43582.53,13239.78,570506419.30,227928.00
1621220400000,2021-05-17 03:00:00,BTC/USDT,44462.34,44705.23,42777.00,42915.46,11898.47,518776989.00,227043.00
1621216800000,2021-05-17 02:00:00,BTC/USDT,44870.16,45234.82,44210.01,44465.81,5723.77,255853933.50,105486.00
1621213200000,2021-05-17 01:00:00,BTC/USDT,45551.72,45618.04,44527.22,44870.17,6451.08,290578727.60,127959.00
1621209600000,2021-05-17 00:00:00,BTC/USDT,46426.83,46686.00,45481.64,45551.72,4098.54,188955275.50,94285.00
1621206000000,2021-05-16 23:00:00,BTC/USDT,45562.01,46480.00,45384.11,46431.50,3932.71,180356384.60,97095.00
1621202400000,2021-05-16 22:00:00,BTC/USDT,45195.29,46320.00,45163.65,45562.01,5841.01,267417674.00,127254.00
1621198800000,2021-05-16 21:00:00,BTC/USDT,44103.90,45614.33,43857.42,45195.96,7608.62,340577449.10,196953.00
1621195200000,2021-05-16 20:00:00,BTC/USDT,45553.24,45902.19,43825.39,44104.07,11341.71,508083166.10,228165.00
1621191600000,2021-05-16 19:00:00,BTC/USDT,45409.99,46239.68,44444.44,45549.26,11255.42,510824938.20,218969.00
1621188000000,2021-05-16 18:00:00,BTC/USDT,47080.20,47457.76,45333.34,45380.56,10976.68,509186062.00,202191.00
1621184400000,2021-05-16 17:00:00,BTC/USDT,47276.26,47460.00,46120.00,47081.50,8475.47,397503893.30,166006.00
1621180800000,2021-05-16 16:00:00,BTC/USDT,47727.26,48097.59,46960.00,47276.26,6112.08,290162172.70,151400.00
1621177200000,2021-05-16 15:00:00,BTC/USDT,48284.32,48331.45,47566.01,47727.26,4351.10,208712774.00,102213.00
1621173600000,2021-05-16 14:00:00,BTC/USDT,48915.78,49249.06,48036.00,48284.32,3836.38,186287640.30,98629.00
1621170000000,2021-05-16 13:00:00,BTC/USDT,48618.14,48999.10,48457.06,48915.73,3053.93,148843563.10,81833.00
1621166400000,2021-05-16 12:00:00,BTC/USDT,49014.99,49157.89,48550.63,48622.62,2925.56,143016378.50,76390.00
1621162800000,2021-05-16 11:00:00,BTC/USDT,49574.98,49640.28,48912.80,49014.99,2464.23,121437654.40,68509.00
1621159200000,2021-05-16 10:00:00,BTC/USDT,49264.68,49795.89,49221.08,49579.70,2962.99,146516333.30,80650.00
1621155600000,2021-05-16 09:00:00,BTC/USDT,48900.02,49500.00,48896.00,49264.69,2980.49,146679299.80,75162.00
1621152000000,2021-05-16 08:00:00,BTC/USDT,49375.28,49437.46,48656.00,48900.02,2548.29,124722726.90,71072.00
1621148400000,2021-05-16 07:00:00,BTC/USDT,49047.97,49400.00,48825.31,49375.28,2686.64,131681355.20,77080.00
1621144800000,2021-05-16 06:00:00,BTC/USDT,48165.86,49500.00,48135.39,49047.97,4192.93,205784967.30,94256.00
1621141200000,2021-05-16 05:00:00,BTC/USDT,48102.77,48354.20,48034.82,48165.86,1650.21,79543003.64,53944.00
1621137600000,2021-05-16 04:00:00,BTC/USDT,48386.62,48951.01,48051.38,48102.77,2272.25,110028077.60,65303.00
1621134000000,2021-05-16 03:00:00,BTC/USDT,48144.25,48406.44,47747.70,48383.46,2204.57,105856132.60,58816.00
1621130400000,2021-05-16 02:00:00,BTC/USDT,48059.99,48326.62,47952.56,48150.01,2151.76,103498165.90,59111.00
1621126800000,2021-05-16 01:00:00,BTC/USDT,47282.38,48215.96,47282.37,48059.99,3005.47,143829883.40,85044.00
1621123200000,2021-05-16 00:00:00,BTC/USDT,46762.99,47698.00,46467.00,47283.43,5439.31,256947912.20,125250.00
1621119600000,2021-05-15 23:00:00,BTC/USDT,47971.98,48049.93,46555.00,46762.99,5006.03,236139758.30,133995.00
1621116000000,2021-05-15 22:00:00,BTC/USDT,48419.74,48688.83,47733.00,47964.69,2919.02,140828211.40,80840.00
1621112400000,2021-05-15 21:00:00,BTC/USDT,48219.41,48738.75,48209.01,48419.76,1775.33,85996600.74,71365.00
1621108800000,2021-05-15 20:00:00,BTC/USDT,48108.40,48655.00,48037.25,48219.31,3115.48,150580054.50,83913.00
1621105200000,2021-05-15 19:00:00,BTC/USDT,47890.72,48108.61,46900.00,48108.40,5499.31,260847281.80,133470.00
1621101600000,2021-05-15 18:00:00,BTC/USDT,47801.07,48200.00,47447.36,47890.07,3156.24,151100555.70,78539.00
1621098000000,2021-05-15 17:00:00,BTC/USDT,47875.46,48234.16,47399.30,47801.08,4910.97,234686773.40,111238.00
1621094400000,2021-05-15 16:00:00,BTC/USDT,48983.00,48994.27,47534.00,47876.71,6712.55,322666496.80,155857.00
1621090800000,2021-05-15 15:00:00,BTC/USDT,49389.58,49585.49,48834.82,48982.99,3230.32,158925705.10,86417.00
1621087200000,2021-05-15 14:00:00,BTC/USDT,48995.02,49697.63,48832.00,49389.58,5237.19,257950577.30,113886.00
1621083600000,2021-05-15 13:00:00,BTC/USDT,49167.22,49340.68,48527.07,48995.02,3241.61,159029983.10,76074.00
1621080000000,2021-05-15 12:00:00,BTC/USDT,48929.73,49364.80,48636.58,49167.21,3205.17,157164463.40,80006.00
1621076400000,2021-05-15 11:00:00,BTC/USDT,48379.89,49000.00,48343.42,48929.74,3024.34,147188576.50,71891.00
1621072800000,2021-05-15 10:00:00,BTC/USDT,48654.24,48654.24,47721.84,48379.90,5492.30,264491723.50,126327.00
1621069200000,2021-05-15 09:00:00,BTC/USDT,48826.06,49298.59,48350.00,48640.87,3775.31,184124060.30,95473.00
1621065600000,2021-05-15 08:00:00,BTC/USDT,48469.71,49072.49,48203.91,48826.08,3843.62,186760891.20,101693.00
1621062000000,2021-05-15 07:00:00,BTC/USDT,48972.00,49058.89,48400.00,48469.28,4586.85,223648474.30,107270.00
1621058400000,2021-05-15 06:00:00,BTC/USDT,49668.92,49700.00,48628.72,48971.99,4475.98,220003403.00,111629.00
1621054800000,2021-05-15 05:00:00,BTC/USDT,49322.03,49720.37,49086.75,49666.46,2777.41,137281382.20,81539.00
1621051200000,2021-05-15 04:00:00,BTC/USDT,49627.02,49861.20,49150.92,49322.03,2921.96,144844769.40,77099.00
